Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
exosc7,121.2290892,-0.380811546,0.407351796,-0.934846856,0.349867228,0.999392676
LOC109639153,6.760804575,0.209899921,1.369722927,0.153242613,0.878206954,0.999392676
LOC109639126,482.7464847,-0.035380603,0.312076157,-0.113371696,0.909735878,0.999392676
LOC109639177,384.6311058,-0.01064158,0.338368508,-0.031449676,0.974910925,0.999392676
rps5,37874.65518,0.188058672,0.341987773,0.549898818,0.582388775,0.999392676
LOC109639167,61.48531818,0.69960188,0.583223659,1.199543039,0.23031686,0.999392676
LOC109639117,22.79359391,-0.686561388,0.963938317,-0.712246184,0.476312343,0.999392676
LOC109639166,892.7755311,0.33038475,0.23810993,1.387530329,0.16528011,0.999392676
LOC109639155,1991.820561,-0.443271644,0.333667475,-1.328483226,0.184018521,0.999392676
LOC109639181,240.230571,-0.041848321,0.297786971,-0.140531067,0.888240408,0.999392676
nelfe,331.3123825,-0.578694308,0.386526055,-1.497167657,0.134349639,0.999392676
LOC109639140,277.7284387,0.077818195,0.276519257,0.281420527,0.778387876,0.999392676
ehmt2,208.6266326,-0.264229054,0.39101821,-0.675746161,0.499201822,0.999392676
slc44a4,31.20830175,0.437238543,0.919132985,0.475707596,0.634282708,0.999392676
rnf5,442.2807172,0.309680752,0.392433065,0.789130122,0.430035958,0.999392676
utp23,108.1417928,0.375936163,0.459199375,0.818677427,0.412970478,0.999392676
uchl5,289.3598669,-0.294815806,0.364352012,-0.809151031,0.418428278,0.999392676
LOC109639200,87.82855515,0.347411173,0.663181842,0.523855074,0.600379344,0.999392676
LOC109639191,103.1654907,0.20660936,0.383880433,0.538212793,0.590430149,0.999392676
LOC109639234,9.924995181,0.474512571,1.687518114,0.281189616,0.778564968,0.999392676
LOC109639217,14.41157425,0.708879063,0.983640422,0.720668903,0.47111325,0.999392676
cunh1orf226,224.5738535,-0.01458223,0.301215414,-0.0484113,0.961388454,0.999392676
LOC109639225,188.7097577,-0.473352303,0.507130399,-0.933393668,0.350616749,0.999392676
LOC109639226,3543.098309,-0.192732054,0.311625956,-0.618472404,0.536263983,0.999392676
pycrl,618.6934387,0.335580101,0.290459796,1.155340966,0.247950826,0.999392676
tsta3,324.6850367,-0.508456629,0.569076282,-0.893477104,0.371601728,0.999392676
LOC109639220,22.86635855,0.234031492,0.850049757,0.275315051,0.783074202,0.999392676
LOC109639189,451.2773798,0.42941533,0.441848936,0.971860053,0.331120175,0.999392676
gmds,24.08758793,-0.096650999,0.704841704,-0.137124405,0.890932462,0.999392676
LOC109639194,20.5035453,0.624553501,0.975367773,0.640326161,0.521960576,0.999392676
foxq1,5.808909375,1.751035379,2.556331711,0.68497972,0.493356719,0.999392676
exoc2,498.8267519,0.254563958,0.264681312,0.961775336,0.33616247,0.999392676
psmg4,415.8283596,-0.011184348,0.270255337,-0.041384376,0.966989468,0.999392676
slc22a23,32.55798908,0.517373096,0.642903174,0.80474497,0.420966863,0.999392676
LOC109639218,281.9269338,0.102913411,0.460679712,0.223394712,0.82322832,0.999392676
LOC109639222,29.83599047,-0.656236939,0.625021228,-1.049943441,0.293744117,0.999392676
LOC109639224,154.2381343,0.094845291,0.323816855,0.292897943,0.769600161,0.999392676
sirt5,785.7812237,-0.031007179,0.256884874,-0.120704573,0.903925037,0.999392676
LOC109639207,35.72521292,2.972583104,1.824210252,1.629517815,0.103203447,0.999392676
LOC109639233,742.1079962,0.61775897,0.474012123,1.303255634,0.192487502,0.999392676
LOC109639202,235.1182989,0.148712031,0.342261147,0.434498722,0.663926323,0.999392676
LOC109639199,13750.00377,-0.117083499,0.397718477,-0.294387879,0.768461528,0.999392676
LOC109639235,10.52242584,1.451827539,1.584973724,0.915994705,0.359669672,0.999392676
LOC109639228,110.7902596,0.242980903,0.462191152,0.525715177,0.599086117,0.999392676
LOC109639229,27.25216856,-0.473490766,0.695165719,-0.681119268,0.495796026,0.999392676
LOC109639280,190.1187791,0.289650199,0.493173675,0.587318856,0.55698958,0.999392676
LOC109639258,16.46672787,0.330561259,0.927881809,0.356253626,0.721650635,0.999392676
LOC109639247,8.941251913,-0.598269277,1.621281213,-0.369010183,0.712120135,0.999392676
pla2g6,250.2404654,0.02388048,0.485033846,0.049234667,0.960732284,0.999392676
cbx6,209.9170334,0.391518142,0.435356857,0.899303952,0.368490783,0.999392676
dnal4,152.3420014,0.114971428,0.507191544,0.226682461,0.820670666,0.999392676
dnhd1,18.54708884,-0.425430302,1.674807842,-0.254017381,0.79948213,0.999392676
ncf4,48.77784428,0.168951935,0.851566627,0.198401311,0.842731092,0.999392676
sun2,109.749125,-0.050493045,0.45672806,-0.110553848,0.911970147,0.999392676
LOC109639287,17.72272836,0.314783634,0.95206558,0.330632301,0.740922244,0.999392676
LOC109639286,64.05346439,-0.056320523,0.512414079,-0.10991213,0.912479063,0.999392676
LOC109639271,4226.485525,0.813615122,0.521343457,1.560612512,0.118615205,0.999392676
rps19bp1,154.6747812,-0.261578422,0.377281921,-0.693323501,0.488106558,0.999392676
LOC109639250,250.6837603,0.729796205,0.501932569,1.453972606,0.145953901,0.999392676
gna12,224.2756266,0.323791361,0.482948749,0.670446629,0.502573118,0.999392676
LOC109639264,2943.094529,-0.048895344,0.23455061,-0.208463938,0.834866738,0.999392676
LOC109639263,25.45387161,0.710369406,0.697399931,1.018596898,0.308394377,0.999392676
LOC109639267,705.240955,0.083445445,0.264653471,0.315300776,0.752533296,0.999392676
LOC109639276,679.7360818,0.067211273,0.430928736,0.155968417,0.876057916,0.999392676
LOC109639277,24.87663776,-0.336635978,0.989939108,-0.340057257,0.73381341,0.999392676
tab1,581.69693,0.223250259,0.245761255,0.90840299,0.363665347,0.999392676
syngr1,15.2449942,-0.636474568,0.982536016,-0.647787519,0.517122389,0.999392676
ift27,140.9179951,0.378343944,0.446617525,0.84713188,0.396921617,0.999392676
LOC109639275,770.0441982,-0.198270621,0.335682244,-0.590649713,0.554755149,0.999392676
LOC109639256,59.10579593,0.531556861,0.769096817,0.691144274,0.48947488,0.999392676
LOC109639279,335.0172289,-0.473803796,0.765372702,-0.619049772,0.535883571,0.999392676
LOC109639244,71.80362542,0.386528939,0.659621118,0.585986302,0.55788472,0.999392676
efna5,10.06269218,-0.624616503,1.3275481,-0.470503858,0.637995078,0.999392676
LOC109639345,1559.825839,0.583469892,0.432827413,1.348042835,0.177644606,0.999392676
znf131,248.1098055,0.395544478,0.422383062,0.936459137,0.349036842,0.999392676
nim1k,12.47737526,-0.066563733,1.668738391,-0.039888657,0.968181895,0.999392676
selenop,183262.5945,0.243770012,0.384153229,0.634564528,0.525712469,0.999392676
ghr,7005.263488,-0.011361769,0.387420334,-0.029326724,0.976604013,0.999392676
fbxo4,242.8710659,0.570074405,0.643195891,0.886315372,0.375447608,0.999392676
cunh5orf51,414.6166039,0.099881835,0.342792034,0.291377351,0.770762735,0.999392676
oxct1,2459.612007,-0.2454815,0.208912782,-1.175042986,0.239977519,0.999392676
LOC109639342,337.4609217,-0.613076288,0.638595118,-0.96003911,0.337035532,0.999392676
rgs7bp,83.47657185,-0.487751912,0.444589971,-1.09708258,0.272605295,0.999392676
ipo11,547.8363829,0.2582046,0.307816204,0.838827188,0.401566292,0.999392676
hsd17b3,86.56027419,0.15029714,0.612610343,0.245338888,0.806194043,0.999392676
ercc6l2,114.4913444,-0.506925774,0.475887477,-1.065221925,0.286775514,0.999392676
ptch1,30.25237187,-0.435858064,0.64624046,-0.674451835,0.500024097,0.999392676
fancc,60.1272885,-0.480513706,0.500431127,-0.960199476,0.33695483,0.999392676
cunh9orf3,156.9804096,0.353190422,0.320441929,1.102197903,0.270375644,0.999392676
LOC109639295,203.5744268,-0.131651637,0.38159438,-0.34500413,0.730091266,0.999392676
LOC109639309,68.67746907,-0.600150369,0.539693341,-1.112021075,0.266129089,0.999392676
smim15,419.87378,-0.484283535,0.316490133,-1.530169456,0.12597479,0.999392676
ndufaf2,188.9149764,-0.249109417,0.437435784,-0.56947654,0.569032787,0.999392676
ercc8,49.27396314,0.56479609,0.62856123,0.898553813,0.36889037,0.999392676
pde4d,87.37491414,0.791838222,0.660689349,1.198503084,0.230721223,0.999392676
LOC109639338,87.66586856,-0.059982412,0.624104539,-0.096109559,0.923433559,0.999392676
mier3,222.1815539,0.449953033,0.349027565,1.289161884,0.197341813,0.999392676
elac1,44.65970917,-0.98730073,0.63178794,-1.562709047,0.118121046,0.999392676
me2,102.5875757,-0.656620568,0.812750989,-0.807898823,0.419148829,0.999392676
mapk4,5.7084473,0.411786116,1.945525735,0.211658016,0.832373845,0.999392676
LOC109639346,1234.708487,0.164419298,0.294203576,0.558862337,0.576255675,0.999392676
LOC109639310,26.20258268,-0.719196271,1.018923435,-0.705839365,0.480288039,0.999392676
mpeg1,282.9335099,1.253787589,0.790631309,1.585805641,0.112783406,0.999392676
zbtb44,137.0110927,-0.497443964,0.419744445,-1.185111489,0.235973369,0.999392676
adamts8,22.04173134,0.238203904,0.751064104,0.317155224,0.751125823,0.999392676
LOC109639350,11.47330582,0.550784487,1.05067656,0.524218877,0.600126313,0.999392676
snx19,433.4534139,0.154750199,0.471509067,0.328201958,0.742758967,0.999392676
timm8b,472.7083259,0.245704189,0.348233747,0.705572596,0.480453971,0.999392676
sdhd,1247.69626,0.215276346,0.268155135,0.802805233,0.422087317,0.999392676
LOC109639349,23.8124315,-0.435695412,1.414945273,-0.307923861,0.758140269,0.999392676
LOC109639354,325.1844295,-0.455696589,0.545693723,-0.835077571,0.403674034,0.999392676
LOC109639365,523.8880528,-0.627327607,0.540122619,-1.161454057,0.245457296,0.999392676
cuedc1,335.4366982,-0.258221174,0.341569651,-0.755983951,0.449658818,0.999392676
wsb1,4878.117423,0.141186352,0.423770936,0.333166672,0.739008475,0.999392676
LOC109639367,1779.6805,-0.156990493,0.310116184,-0.506231218,0.612694342,0.999392676
myo18a,1264.147683,-0.124744835,0.294719482,-0.423266337,0.672100952,0.999392676
pipox,437.7303189,-0.01252716,0.443521254,-0.02824478,0.977466922,0.999392676
phf12,285.9127981,-0.141500835,0.324537599,-0.436007524,0.66283127,0.999392676
dhrs13,239.6699542,0.053305831,0.369743976,0.144169571,0.885366568,0.999392676
bcas3,305.7382055,0.428608822,0.303191573,1.413656779,0.157462702,0.999392676
bri3,1942.033196,-0.022038737,0.272677264,-0.080823522,0.935582302,0.999392676
LOC109639437,212.2123426,-0.065885906,0.309362725,-0.212972993,0.831348028,0.999392676
LOC109639387,39.97706055,0.282369225,0.60950574,0.463275743,0.64316673,0.999392676
LOC109639416,51.63549798,0.160488715,0.73208558,0.219221248,0.826477704,0.999392676
lmtk2,571.3947533,-0.138082061,0.294956463,-0.468143873,0.639681706,0.999392676
LOC109639411,9.932163548,0.113636805,2.364291928,0.048063779,0.961665413,0.999392676
LOC109639412,98.28551076,1.220994312,0.95226039,1.282206343,0.199770272,0.999392676
aimp2,1905.775419,-0.00726777,0.240992489,-0.030157661,0.975941315,0.999392676
LOC109639405,84.5658445,0.862948488,0.65707265,1.313322793,0.189074201,0.999392676
slc25a19,46.40101192,-0.931670523,0.618883016,-1.505406514,0.132219596,0.999392676
mif4gd,169.904499,0.046456359,0.332074974,0.139897199,0.888741214,0.999392676
mrps7,124.6731447,0.17417291,0.519327926,0.335381367,0.737337422,0.999392676
gga3,21.90913001,-0.265843336,1.490488528,-0.178359867,0.858440365,0.999392676
sumo2,432.7509991,0.1868751,0.421170187,0.443704482,0.657256254,0.999392676
hn1,210.6758194,-0.043900277,0.322550071,-0.136103759,0.891739256,0.999392676
LOC109639439,226.7702824,-0.346925258,0.500344607,-0.693372633,0.488075732,0.999392676
LOC109639440,72.7577718,-1.232282187,0.857699082,-1.436730217,0.150794666,0.999392676
LOC109639419,76.36160198,0.137823977,0.470961082,0.29264409,0.76979421,0.999392676
LOC109639421,14.73294728,-0.359223777,0.849170587,-0.423028992,0.672274109,0.999392676
LOC109639386,30.09764312,-0.692188953,0.849123558,-0.815180484,0.414969007,0.999392676
cunh17orf75,354.2925962,0.037506621,0.301240106,0.124507396,0.900913545,0.999392676
LOC109639441,174.1505918,0.442211709,0.349561456,1.265047107,0.205854442,0.999392676
LOC109639398,28.09198457,0.689669073,1.478116589,0.466586383,0.640795831,0.999392676
khsrp,95.17374196,-0.114035914,0.634076058,-0.179845798,0.857273629,0.999392676
LOC109639389,102.4648231,0.334990465,0.420993858,0.795713426,0.426198621,0.999392676
LOC109639379,203.2259742,-0.334251397,0.531193903,-0.629245545,0.529188316,0.999392676
LOC109639425,900.6309142,0.186406382,0.328650937,0.567186522,0.570587464,0.999392676
fbxw9,127.5560998,-0.427957955,0.435360237,-0.982997341,0.325608747,0.999392676
dhps,369.2608379,0.109334876,0.317689811,0.344156067,0.73072892,0.999392676
slc9a3r2,145.1109521,-0.439017331,0.387423447,-1.133171815,0.257142108,0.999392676
LOC109639385,9.965169664,-1.585181759,1.609166922,-0.98509467,0.324577571,0.999392676
LOC109639403,7.538995319,0.824047495,1.758545126,0.468596161,0.639358322,0.999392676
LOC109639418,173.295075,0.517624601,0.727368529,0.711640084,0.476687679,0.999392676
ankrd40,341.1908911,0.166473705,0.379908255,0.438194492,0.661245301,0.999392676
luc7l3,639.8641399,-0.32726632,0.233183822,-1.403469234,0.16047696,0.999392676
LOC109639396,111.1345176,0.42511509,0.377298546,1.126733973,0.259854974,0.999392676
LOC109639427,86.49462664,0.739870174,0.776435544,0.95290611,0.340637644,0.999392676
sgsm3,540.84945,0.329572552,0.413113046,0.797778126,0.424999257,0.999392676
LOC109639395,24.02038552,-0.966612167,1.386517033,-0.697151311,0.485708106,0.999392676
alkbh7,303.8687119,-0.154552523,0.300677114,-0.51401492,0.607241559,0.999392676
LOC109639393,1318.323987,0.067227805,0.329332986,0.204133225,0.838249391,0.999392676
LOC109639445,833.3200117,-0.282435608,0.402158248,-0.702299676,0.482492295,0.999392676
LOC109639430,42.13414272,-0.777486902,0.534238487,-1.455318029,0.145581238,0.999392676
LOC109639431,445.9871075,0.380666675,0.35255053,1.079750681,0.280253219,0.999392676
LOC109639476,216.6497836,-0.729162492,0.436378894,-1.67093895,0.094733737,0.999392676
smg1,1034.624169,0.261091802,0.261279856,0.999280262,0.317658944,0.999392676
hao1,2401.569195,-0.070753354,0.33004368,-0.214375728,0.830254068,0.999392676
mettl22,225.0371434,-0.250656685,0.310697218,-0.806755486,0.41980737,0.999392676
abat,2575.020424,0.282064872,0.345695061,0.8159355,0.414537027,0.999392676
rcn3,12231.60026,0.335095382,0.296487076,1.130219187,0.258383877,0.999392676
LOC109639466,16.87015923,1.949770287,1.394058518,1.398628724,0.161924348,0.999392676
nosip,464.4408512,-0.312266804,0.284453236,-1.097779052,0.272300981,0.999392676
bcl2l12,168.1613076,0.211620753,0.34041855,0.62164871,0.534172884,0.999392676
LOC109639462,118.3101841,0.467075857,0.421929753,1.1069991,0.268294317,0.999392676
ap2a1,1264.356365,-0.354794937,0.341727787,-1.038238478,0.299159043,0.999392676
prmt1,1168.716365,-0.238041924,0.311191242,-0.764937735,0.444308622,0.999392676
snrnp70,1094.932952,-0.136368984,0.291260763,-0.468202385,0.639639867,0.999392676
scaf1,381.630074,-0.011317418,0.362428488,-0.031226624,0.975088807,0.999392676
LOC109639477,121.3543325,0.186139107,0.474243453,0.392496945,0.694691068,0.999392676
LOC109639467,189.4570324,-0.746339656,0.609345116,-1.224822578,0.220642076,0.999392676
tnrc6a,848.0557887,-0.23850382,0.291516973,-0.818147285,0.413273091,0.999392676
LOC109639518,1104.932039,-0.461300116,0.299138396,-1.542095974,0.123050273,0.999392676
cacng3,10.15059968,-1.475636327,1.336402425,-1.10418561,0.269512631,0.999392676
LOC109639494,23.68740406,-0.349181298,0.988105718,-0.353384553,0.723800165,0.999392676
socs1,27.29238501,-0.693400568,0.671450908,-1.032689897,0.301749043,0.999392676
clec16a,265.5806724,0.09083112,0.334563093,0.27149175,0.786012844,0.999392676
dexi,147.8330581,-0.414252649,0.384971,-1.076061959,0.281899547,0.999392676
ciita,145.3418659,-0.073066352,0.505238884,-0.144617436,0.88501293,0.999392676
nubp1,143.0070385,-0.468413259,0.360026618,-1.301051744,0.193240744,0.999392676
emp2,97.22105147,-1.006810315,0.618351081,-1.628217926,0.103478685,0.999392676
atf7ip2,111.3995521,-0.515432721,0.411412273,-1.252837493,0.210264854,0.999392676
b9d1,11.25077111,-1.719774086,1.479857601,-1.162121332,0.245186184,0.999392676
LOC109639513,89.46216564,0.318407702,0.595105027,0.535044551,0.592619051,0.999392676
LOC109639514,23.27801545,0.760684332,0.955950499,0.795736111,0.426185433,0.999392676
LOC109639512,335.8173122,-0.10096208,0.593366511,-0.170151294,0.864891155,0.999392676
fbf1,78.08664206,-0.318846574,0.479000308,-0.665650039,0.505634814,0.999392676
LOC109639535,387.8887506,-0.032705168,0.492016343,-0.066471711,0.947002279,0.999392676
LOC109639503,44.96712735,-0.044610845,0.63908712,-0.069804012,0.944349654,0.999392676
LOC109639521,275.723603,-0.019226949,0.345368965,-0.05567075,0.955604102,0.999392676
LOC109639501,10.9631789,1.199586403,1.126543185,1.064838366,0.28694908,0.999392676
LOC109639533,5.484454374,1.689966175,1.798462466,0.939672753,0.347385446,0.999392676
LOC109639532,841.3103473,-0.135361769,0.304651803,-0.444316325,0.6568139,0.999392676
LOC109639491,281.2401181,0.262876689,0.334665069,0.785491865,0.432165238,0.999392676
mcrip1,157.923641,-0.163541746,0.489568878,-0.334052579,0.738339883,0.999392676
alyref,1500.6279,0.505214074,0.489714226,1.031650802,0.302235732,0.999392676
arhgdia,2318.969474,0.019488018,0.390188556,0.04994513,0.960166113,0.999392676
recql5,210.4920515,-0.440279623,0.391307072,-1.125151205,0.260524966,0.999392676
LOC109639490,305.3808032,0.353935473,0.52297878,0.676768326,0.498552958,0.999392676
LOC109639488,18.64638134,-0.284776032,0.89301766,-0.318891826,0.749808543,0.999392676
LOC109639496,559.0197001,0.240493527,0.493528477,0.487294125,0.62604991,0.999392676
rabep2,216.8577926,0.014209554,0.386133968,0.036799544,0.970644837,0.999392676
LOC109639482,380.5247092,0.591908608,0.766656637,0.772064806,0.440076045,0.999392676
nudt9,571.0475096,0.234510495,0.267657362,0.876159329,0.380943423,0.999392676
LOC109639504,1109.62084,-0.224404691,0.254751776,-0.880875865,0.378385012,0.999392676
LOC109639525,11.78624774,0.954487531,1.07178731,0.89055685,0.373166957,0.999392676
LOC109639526,1269.679193,0.099439291,0.480523504,0.206939495,0.836057112,0.999392676
LOC109639528,736.4037646,-0.252660108,0.358397077,-0.704972569,0.480827307,0.999392676
