Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
,15608.73459,0.250369276,0.38946941,0.642847087,0.520323326,0.999392676
,159.1407116,0.290338821,0.582336426,0.498575752,0.618078291,0.999392676
ND1,5969.673749,-0.044353949,0.206573838,-0.214712325,0.829991613,0.999392676
,58.72271368,-0.441983379,0.628474461,-0.703263866,0.481891325,0.999392676
,14.30336653,-1.232840952,1.52314116,-0.809406892,0.418281139,0.999392676
ND2,8181.127617,-0.226787903,0.24659154,-0.919690523,0.357734506,0.999392676
,36.23992284,-0.541868589,0.634445301,-0.854082438,0.393059314,0.999392676
,140.9823878,-0.57110745,0.425163972,-1.343263982,0.17918651,0.999392676
COX1,171249.0418,0.416424726,0.352128716,1.182592349,0.236970746,0.999392676
,3426.419135,0.38058111,0.359822907,1.057690055,0.290196771,0.999392676
,49.16341841,-1.433932823,1.028155713,-1.394665034,0.163116874,0.999392676
COX2,73668.2621,0.306317162,0.339610787,0.901965347,0.367075276,0.999392676
,19.71415954,-0.521120711,0.75242418,-0.692589,0.488567515,0.999392676
ATP8,2562.980966,0.009788358,0.246515727,0.03970683,0.968326857,0.999392676
ATP6,18741.99996,0.091731673,0.228771,0.400975967,0.688437818,0.999392676
COX3,73450.49523,0.238995203,0.342302972,0.698197863,0.485053463,0.999392676
,15.66005098,-0.632649931,0.867996176,-0.728862579,0.466085727,0.999392676
ND3,1399.267441,-0.268556034,0.28430115,-0.944618178,0.344853843,0.999392676
,11.70221173,-0.398023251,0.930213214,-0.427883892,0.668735655,0.999392676
ND4L,1445.139648,-0.197009099,0.237685771,-0.828863662,0.40718156,0.999392676
ND4,13235.73342,-0.106111289,0.195147486,-0.543749196,0.586614073,0.999392676
,7.928346999,-0.327211298,1.164080615,-0.281089895,0.778641452,0.999392676
ND5,5599.490189,0.015727138,0.201906005,0.077893362,0.937912879,0.999392676
ND6,3672.023427,0.07151787,0.282503282,0.253157659,0.800146384,0.999392676
,250.8292198,0.039151141,0.326997623,0.11972913,0.904697724,0.999392676
CYTB,59520.52626,0.270927401,0.325575374,0.832149552,0.405324535,0.999392676
,20.39166612,0.055740664,0.799026422,0.069760727,0.944384106,0.999392676
LOC109628820,52.50957044,1.011111613,1.746727888,0.578860405,0.562683369,0.999392676
cenpu,6.5397669,-0.158188437,3.11674527,-0.050754368,0.959521253,0.999392676
mad2l1bp,13.99926443,-0.242979313,1.663780288,-0.146040505,0.883889413,0.999392676
LOC109632476,113.4256848,5.837116712,3.674824107,1.588407102,0.112194313,0.999392676
LOC109641359,19.13909516,1.554511931,2.250128806,0.690854642,0.489656893,0.999392676
LOC109641493,16.03456475,1.899770285,2.127418667,0.892993145,0.371860844,0.999392676
LOC109646361,8.240105024,1.817269015,1.640206596,1.107951291,0.267882853,0.999392676
LOC109640769,34.77413342,1.380153081,3.642930267,0.378857947,0.704793354,0.999392676
LOC109640155,38.82679604,1.037971598,3.707721456,0.279948645,0.779516905,0.999392676
LOC109624275,5.823817672,0.950585705,2.420487545,0.39272489,0.694522685,0.999392676
LOC109624448,6.932608733,6.050855794,3.751038317,1.613114899,0.106719548,0.999392676
vegfd,6.932608733,6.050855794,3.751038317,1.613114899,0.106719548,0.999392676
nod2,6.994744921,0.167235989,2.346374204,0.071274219,0.943179513,0.999392676
LOC109626105,17.35480242,2.470582552,1.712614267,1.442579686,0.149138909,0.999392676
LOC109627098,40.80682857,2.125920652,1.796194472,1.18356931,0.236583595,0.999392676
rnd2,9.119496594,0.871905497,2.342530057,0.372206749,0.709738922,0.999392676
cunh16orf45,7.437242101,2.22057613,3.065164587,0.724455757,0.46878598,0.999392676
LOC109627234,16.83744981,0.882147635,2.818589043,0.312974904,0.754299729,0.999392676
LOC109628096,8.4062392,1.862464379,1.711309617,1.088326952,0.276450796,0.999392676
bub1b,10.3285927,1.271362121,1.697220977,0.749084614,0.453806208,0.999392676
slc10a1,7.731534773,-0.337763289,2.426630758,-0.139190228,0.88929983,0.999392676
hspa4l,22.67814602,2.600588213,2.165480269,1.200929074,0.229778715,0.999392676
LOC109628437,40.66037592,1.656843291,3.633078811,0.456043862,0.648358438,0.999392676
LOC109628345,5.437751836,-0.485185785,3.240572451,-0.149722246,0.880983756,0.999392676
LOC109629074,116.33329,2.517471308,4.051923303,0.621302804,0.534400409,0.999392676
gpr84,16.80261448,1.857302877,2.137160018,0.869051855,0.384818769,0.999392676
LOC109629077,12.82703099,2.803435711,2.860910588,0.979910285,0.327130406,0.999392676
LOC109629115,29.46688585,2.195184531,1.52531618,1.439166882,0.150103246,0.999392676
LOC109629687,18.39121277,1.302076757,2.794460386,0.465949263,0.641251818,0.999392676
LOC109630186,7.925611513,2.314159381,2.303495978,1.004629226,0.315075419,0.999392676
LOC109630120,20.46866069,1.865515236,1.771631196,1.052992993,0.292344203,0.999392676
LOC109630679,5.554325077,-0.816618101,3.217622902,-0.253795465,0.799653577,0.999392676
cxcr2,17.35337598,0.559936703,1.647689019,0.339831544,0.733983391,0.999392676
LOC109631080,18.16654212,1.558488132,2.215977514,0.703296005,0.4818713,0.999392676
fam65b,12.14999946,-0.178287069,1.651972835,-0.107923729,0.914056194,0.999392676
sybu,6.387327761,-0.047694623,1.866601652,-0.025551581,0.979615006,0.999392676
nkd2,7.340326647,1.618524786,2.325029172,0.696130958,0.48634682,0.999392676
LOC109633628,7.769845833,1.971772409,1.778266484,1.108817169,0.267509062,0.999392676
tbx1,8.534889986,1.647180417,1.598990214,1.030137898,0.302945277,0.999392676
LOC109634048,15.57947823,0.984568323,1.512929244,0.650769576,0.515195242,0.999392676
LOC109634098,6.482524102,2.808117108,2.412876281,1.163804846,0.244503108,0.999392676
LOC109634784,21.68341268,3.377867684,2.03840597,1.657112338,0.097496765,0.999392676
LOC109634918,9.1472249,-0.281815181,2.982736407,-0.094482094,0.924726206,0.999392676
LOC109634919,38.79991033,1.575845193,4.172904412,0.377637501,0.705699903,0.999392676
LOC109634920,31.26330253,1.388938512,3.591052676,0.386777538,0.698920908,0.999392676
LOC109635292,6.41908216,5.939634852,3.804089383,1.561381517,0.11843376,0.999392676
LOC109635901,5.922698071,1.826199104,1.742431788,1.048074947,0.294604078,0.999392676
LOC109635654,6.624254503,2.028576716,3.117809858,0.650641575,0.515277886,0.999392676
zar1l,5.720881616,0.923857975,3.190602956,0.28955592,0.772155993,0.999392676
LOC109636386,6.8078979,1.242474538,1.725855117,0.719918217,0.471575351,0.999392676
slc6a5,91.46516148,-0.454910411,4.166781406,-0.109175492,0.913063298,0.999392676
LOC109638292,9.80504995,2.10473427,1.786949702,1.177836325,0.238861864,0.999392676
LOC109638404,8.779998307,0.237357907,2.355549249,0.100765419,0.919736679,0.999392676
LOC109638742,31.63409949,1.110367464,3.661720025,0.303236582,0.761709572,0.999392676
LOC109638799,33.29661906,0.860009108,1.801970294,0.477260425,0.633176688,0.999392676
LOC109638767,5.329372032,-0.110639494,3.213626623,-0.034428235,0.972535668,0.999392676
LOC109639253,6.061500026,2.238563737,2.413173412,0.92764313,0.353592717,0.999392676
LOC109639420,44.93123041,1.105779322,1.683919045,0.656670121,0.511393051,0.999392676
LOC109639397,28.03477091,1.674176504,1.672141044,1.001217278,0.316721775,0.999392676
LOC109639489,6.36561783,2.327499457,1.705128703,1.364999283,0.172253275,0.999392676
LOC109640177,5.426864339,0.350195484,2.475134825,0.141485418,0.887486479,0.999392676
mamdc4,6.600939371,0.957364074,1.772919722,0.539992907,0.589201924,0.999392676
LOC109640431,7.865827133,1.104384683,2.374591911,0.465083991,0.64187131,0.999392676
LOC109640514,44.21841085,4.252281548,3.539146155,1.201499277,0.229557587,0.999392676
LOC109640696,21.13913835,0.886381979,1.476084414,0.600495453,0.54817609,0.999392676
LOC109641222,6.170966247,1.902970805,2.378356942,0.800119936,0.423641311,0.999392676
ckap2l,6.898935168,0.136737174,2.358928013,0.05796581,0.953775862,0.999392676
LOC109642551,8.113943047,2.351603304,2.313252219,1.01657886,0.309353815,0.999392676
LOC109642700,44.35138908,1.514852111,1.790605932,0.845999717,0.397552902,0.999392676
LOC109643224,17.31019802,-0.18305023,1.809833594,-0.101142022,0.91943772,0.999392676
pbk,9.114883584,-0.645397058,2.288378245,-0.282032509,0.777918583,0.999392676
LOC109643587,17.81727634,1.62502945,2.215875051,0.733357889,0.463340176,0.999392676
gins3,5.635210959,0.896219943,2.450252155,0.365766414,0.714539384,0.999392676
LOC109643784,34.57597369,2.028386124,1.471974224,1.378003834,0.168202105,0.999392676
LOC109643824,6.587908387,-0.468997894,3.104721154,-0.151059587,0.879928712,0.999392676
LOC109644121,6.684217641,2.042905062,1.751509232,1.166368424,0.243465519,0.999392676
LOC109644351,11.51778244,0.268614533,1.637027121,0.164086795,0.869662817,0.999392676
mafa,7.652951634,2.270479318,1.963772333,1.156182557,0.247606493,0.999392676
LOC109645338,6.981146305,0.859180411,2.436345082,0.352651362,0.724349827,0.999392676
LOC109645445,6.176332859,0.428612774,2.388290957,0.17946422,0.857573209,0.999392676
LOC109646027,16.04662651,-2.813407347,2.144045288,-1.312195858,0.189454059,0.999392676
LOC109646314,10.31027946,1.415092883,1.615968731,0.875693233,0.381196825,0.999392676
LOC109646521,5.905555588,5.819136527,3.866082221,1.505176609,0.132278677,0.999392676
LOC109646945,6.008368727,1.857163087,2.388511077,0.777540077,0.436840199,0.999392676
LOC109623609,10.99958679,2.083492486,1.521481177,1.369384332,0.170879169,0.999392676
LOC109623707,5.648792301,5.7548906,3.900065328,1.475588257,0.140054459,0.999392676
LOC109623740,8.239286576,1.816100204,3.072373088,0.591106663,0.554448956,0.999392676
LOC109623843,6.749598032,1.477194555,2.386932326,0.61886738,0.536003729,0.999392676
LOC109644320,32.34803588,-0.016243794,0.908461361,-0.017880555,0.985734141,0.999417736
LOC109624828,484.4424158,-0.003404218,0.321208788,-0.010598147,0.99154406,0.999431459
fermt3,127.7014849,0.011168817,0.840549591,0.013287517,0.989398407,0.999431459
kdm3b,1280.58933,0.001787015,0.234209589,0.007629984,0.993912212,0.999431459
vma21,884.0933225,-0.00374486,0.221563275,-0.016901988,0.986514806,0.999431459
cltb,540.0871596,-0.001141442,0.344891656,-0.003309567,0.997359353,0.999431459
LOC109625685,447.2481588,0.002373175,0.338682583,0.007007077,0.994409207,0.999431459
LOC109624520,8.128455245,0.013492713,1.87664084,0.007189822,0.994263402,0.999431459
tm9sf3,1805.299281,-0.006139328,0.349611967,-0.017560404,0.985989544,0.999431459
fam160b1,663.4031514,-0.004836188,0.283481125,-0.017059999,0.98638875,0.999431459
spast,152.4753318,0.004333689,0.340023209,0.012745275,0.989831017,0.999431459
pyroxd2,25.12320017,-0.008579437,0.867035668,-0.009895137,0.992104952,0.999431459
ppp2r2d,603.0479638,-0.001853638,0.25150632,-0.007370143,0.99411953,0.999431459
abcg5,1213.015506,-0.002985623,0.345775101,-0.008634581,0.993110687,0.999431459
LOC109638830,3636.356937,0.002000343,0.312717599,0.006396643,0.994896252,0.999431459
LOC109644414,562.9803606,0.001836855,0.356313519,0.005155166,0.995886791,0.999431459
LOC109644406,13.84627745,0.012813048,0.90460993,0.014164169,0.988699006,0.999431459
LOC109643011,81.61752225,-0.007211694,0.460208795,-0.015670483,0.987497275,0.999431459
LOC109624006,5.30530934,0.03225991,1.894397856,0.01702911,0.986413392,0.999431459
sqrdl,1085.935267,-0.006141238,0.41334078,-0.014857566,0.988145814,0.999431459
LOC109624295,354.1271341,0.001443361,0.437933949,0.003295842,0.997370304,0.999431459
LOC109623950,5.654567071,0.032881166,3.187659849,0.010315143,0.991769853,0.999431459
LOC109624579,78.93023844,0.007664253,0.68013193,0.011268775,0.991009009,0.999431459
tmem39a,451.373662,0.002211447,0.381293584,0.005799854,0.995372412,0.999431459
cnep1r1,120.4521876,0.003558546,0.378602979,0.00939915,0.992500674,0.999431459
tsr2,214.5444671,0.001190109,0.357258816,0.003331224,0.997342073,0.999431459
phb2,1545.363452,-0.003757738,0.255669809,-0.014697621,0.988273417,0.999431459
evi5,1311.886456,0.001087469,0.278069466,0.003910783,0.996879655,0.999431459
LOC109625297,1611.141387,-0.002867452,0.290835025,-0.009859378,0.992133482,0.999431459
LOC109625332,20.0277331,-0.020414012,1.495066215,-0.013654253,0.989105821,0.999431459
LOC109625867,122.2984032,-0.006330697,0.425305319,-0.014885064,0.988123876,0.999431459
xpr1,165.6692837,0.00519455,0.513903793,0.010108019,0.991935105,0.999431459
ncapd3,7.027559459,0.017738669,3.089722638,0.005741185,0.995419222,0.999431459
derl2,350.4332984,0.00454661,0.316067311,0.014384943,0.988522872,0.999431459
tmed2,4596.365663,0.003345511,0.293347942,0.011404583,0.990900656,0.999431459
LOC109626118,31.02172886,-0.019397807,1.201677511,-0.016142274,0.987120888,0.999431459
skiv2l2,627.1200667,0.002432102,0.298807256,0.008139369,0.993505795,0.999431459
rbm18,262.8798755,-0.005596751,0.32451254,-0.017246639,0.986239855,0.999431459
arpc3,1330.713536,0.003157458,0.227937958,0.013852271,0.98894784,0.999431459
LOC109626787,9.882766638,0.005605259,1.598181635,0.003507273,0.997201607,0.999431459
ace,5.632660996,-0.053949218,3.237511168,-0.016663794,0.986704832,0.999431459
LOC109626910,8.038243105,-0.005168027,1.112626569,-0.004644889,0.996293928,0.999431459
lrrc20,24.91728251,0.005170373,0.771530106,0.006701454,0.994653054,0.999431459
LOC109627751,82.68531083,0.005291077,0.588922884,0.00898433,0.992831639,0.999431459
fopnl,73.3589899,0.004889639,0.610795533,0.008005361,0.993612714,0.999431459
cunh19orf53,621.7687914,-0.003774772,0.278851429,-0.013536856,0.989199482,0.999431459
LOC109627346,119.6959777,0.001649874,0.363262054,0.004541828,0.996376158,0.999431459
stx8,243.5553118,0.002612474,0.280418555,0.00931634,0.992566744,0.999431459
LOC109627883,9.889632179,0.026220909,2.25322579,0.011637054,0.990715184,0.999431459
LOC109628217,3171.357991,-0.001471158,0.249420048,-0.005898315,0.995293853,0.999431459
LOC109628241,6674.763097,-0.002309299,0.255093209,-0.009052764,0.992777038,0.999431459
LOC109628067,1502.049274,-0.004143613,0.344429937,-0.012030352,0.9904014,0.999431459
mia,37.83037367,-0.007305827,0.947376948,-0.007711637,0.993847065,0.999431459
neu3,104.2969522,0.005376147,0.415593511,0.012936071,0.989678797,0.999431459
ptrh2,126.2026299,0.003267853,0.472085737,0.006922161,0.994476959,0.999431459
LOC109628490,172.9767548,-0.00235153,0.602397773,-0.003903617,0.996885373,0.999431459
vhl,230.6601441,-0.004672698,0.326227519,-0.014323434,0.988571944,0.999431459
thumpd3,206.48122,0.002288046,0.422170783,0.005419716,0.995675713,0.999431459
LOC109629334,54.26479837,0.004461234,0.581874271,0.007667007,0.993882674,0.999431459
mybl2,14.79700349,-0.020092381,1.191724736,-0.016859918,0.986548369,0.999431459
adarb2,6.997627159,-0.028788819,1.731991497,-0.016621802,0.986738332,0.999431459
LOC109629802,161.9544015,-0.003326666,0.461658607,-0.007205901,0.994250573,0.999431459
zc2hc1a,55.84323701,-0.002088522,0.588587313,-0.003548363,0.997168821,0.999431459
sec61g,12759.47055,0.002278671,0.330105353,0.006902859,0.994492359,0.999431459
pxdc1,1820.039522,-0.003931693,0.224010231,-0.017551401,0.985996727,0.999431459
pld3,523.4516126,-0.002965485,0.496268819,-0.005975561,0.99523222,0.999431459
LOC109630388,41.6143671,-0.006516272,0.579696246,-0.011240838,0.991031298,0.999431459
LOC109629953,841.6166159,0.003695011,0.286922029,0.012878102,0.989725045,0.999431459
sipa1l3,305.4857646,-0.004668658,0.382952838,-0.01219121,0.990273063,0.999431459
pex14,246.261398,0.001162434,0.325126814,0.003575326,0.997147309,0.999431459
cunh1orf174,223.7424047,-0.0039139,0.317135023,-0.01234143,0.990153213,0.999431459
spen,1369.311825,0.005042415,0.307290549,0.016409273,0.986907882,0.999431459
tpt1,42987.51576,-0.004036642,0.32922744,-0.012260952,0.990217421,0.999431459
sdhaf3,101.1102406,0.004414626,0.441758077,0.009993312,0.992026624,0.999431459
LOC109632018,7.288973158,0.039306887,3.104262019,0.012662232,0.98989727,0.999431459
mroh1,420.7152992,0.003760459,0.564854335,0.006657395,0.994688206,0.999431459
LOC109632597,13.58440388,-0.017882021,1.537742628,-0.011628748,0.990721811,0.999431459
sf3b6,1371.913102,-0.002982631,0.270581538,-0.011023041,0.991205064,0.999431459
LOC109632703,29.4719707,-0.013831244,0.839691255,-0.01647182,0.986857983,0.999431459
LOC109632762,14.61480635,-0.013788207,1.048752105,-0.01314725,0.989510314,0.999431459
plekhg4b,41.20338388,-0.005670904,0.842117531,-0.0067341,0.994627006,0.999431459
invs,137.7057937,0.005523363,0.52624948,0.010495712,0.991625787,0.999431459
p3h3,82.84120358,0.00427567,0.428420573,0.009980076,0.992037183,0.999431459
LOC109633272,600.9165059,0.001326195,0.229324252,0.005783057,0.995385814,0.999431459
megf8,896.6780709,-0.003885607,0.35821871,-0.010847023,0.991345497,0.999431459
LOC109633555,311.552126,0.001786659,0.263605425,0.006777777,0.994592157,0.999431459
LOC109633810,3626.139816,0.005330103,0.477910576,0.01115293,0.991101434,0.999431459
kiaa0825,19.00804742,0.006803275,1.541199498,0.004414273,0.996477931,0.999431459
LOC109633596,80.70582751,-0.005648204,0.544370399,-0.010375664,0.991721567,0.999431459
LOC109634304,707.7441406,0.00504187,0.304328738,0.016567182,0.986781906,0.999431459
LOC109634510,2204.796453,0.003390083,0.304679898,0.011126702,0.991122359,0.999431459
svep1,52.72072141,-0.008872377,0.619105501,-0.014330962,0.988565938,0.999431459
LOC109635008,13.98704478,-0.006034644,1.655172118,-0.003645931,0.997090974,0.999431459
LOC109635186,8.151002165,0.008137296,1.762270432,0.004617507,0.996315775,0.999431459
aurkaip1,607.5615992,-0.001173317,0.351228271,-0.00334061,0.997334584,0.999431459
LOC109635379,48.8200198,-0.008739953,0.732432676,-0.011932774,0.99047925,0.999431459
LOC109635444,42.52944509,0.002059833,0.600322199,0.003431212,0.997262294,0.999431459
msgn1,14.33952013,-0.018435211,1.403764194,-0.013132698,0.989521924,0.999431459
tulp4,271.8794312,0.001415118,0.291892403,0.00484808,0.996131807,0.999431459
LOC109636400,780.6240414,0.00404998,0.387245125,0.010458441,0.991655523,0.999431459
tpr,710.84703,0.001402865,0.251703912,0.005573473,0.995553035,0.999431459
cachd1,20.56262416,0.009200398,0.92105748,0.009988951,0.992030103,0.999431459
cunh22orf39,166.5080152,0.004985207,0.390419225,0.012768857,0.989812203,0.999431459
LOC109636956,227.8467603,-0.004945072,0.374670958,-0.013198439,0.989469475,0.999431459
ppil3,146.0143817,0.005590962,0.392873549,0.014230946,0.988645731,0.999431459
efnb2,138.0673989,0.010019308,0.643332045,0.015574084,0.987574181,0.999431459
LOC109637563,86.39336467,0.003710169,0.451836472,0.00821131,0.993448396,0.999431459
suclg1,1106.788288,0.003831901,0.248639303,0.015411485,0.987703901,0.999431459
LOC109637862,6.576637625,0.007867982,1.806507908,0.004355354,0.996524941,0.999431459
usp9x,1176.818816,-0.001680755,0.21978272,-0.007647347,0.993898359,0.999431459
LOC109638083,15114.44622,-0.004341974,0.393994468,-0.011020392,0.991207177,0.999431459
dclk2,62.57368595,0.004483066,0.502596484,0.008919813,0.992883114,0.999431459
ttc39b,23.78051614,0.003943601,0.824947786,0.004780425,0.996185787,0.999431459
LOC109638434,149.5250358,-0.00614094,0.605942549,-0.010134526,0.991913957,0.999431459
LOC109638460,38.37831785,-0.006875623,0.666527126,-0.010315593,0.991769493,0.999431459
crocc,6.264870495,0.026131612,2.39638677,0.010904588,0.99129957,0.999431459
LOC109638836,39834.34558,0.001742494,0.248865573,0.007001746,0.994413461,0.999431459
LOC109638846,34.04087779,0.011952614,0.734218983,0.016279358,0.987011525,0.999431459
LOC109638984,6.912893311,-0.037477859,2.41903446,-0.0154929,0.987638949,0.999431459
dgkz,379.792391,-0.001136335,0.260927989,-0.004354974,0.996525245,0.999431459
LOC109639013,14.09626718,-0.009047309,1.524767999,-0.005933565,0.995265728,0.999431459
dock8,701.0427233,0.00220316,0.260931108,0.008443455,0.993263178,0.999431459
LOC109639362,54255.20067,0.003600887,0.398207427,0.009042741,0.992785035,0.999431459
LOC109639442,9598.880588,0.003990058,0.324452747,0.01229781,0.990188015,0.999431459
LOC109639382,5.591696045,-0.006874716,1.816920643,-0.003783718,0.996981037,0.999431459
iqce,168.7017504,-0.002107729,0.382015598,-0.005517389,0.995597783,0.999431459
LOC109639792,824.5297155,0.002776894,0.289424763,0.009594528,0.992344792,0.999431459
galm,171.5090845,-0.003993878,0.483238027,-0.008264826,0.993405698,0.999431459
LOC109640250,11.25995095,-0.01393783,0.988582871,-0.014098798,0.988751159,0.999431459
LOC109640256,13.75933081,0.013585405,0.906968429,0.014978917,0.988049,0.999431459
mmp11,47.24952803,-0.009575202,0.809108547,-0.011834261,0.990557846,0.999431459
LOC109640556,491.249142,-0.002887804,0.384321284,-0.007514035,0.994004724,0.999431459
LOC109640550,196.581661,-0.001516858,0.336385809,-0.00450928,0.996402128,0.999431459
LOC109640689,39.52127456,0.009671265,0.705663479,0.013705209,0.989065168,0.999431459
rab3ip,491.8787624,-0.00238365,0.293918232,-0.008109908,0.9935293,0.999431459
ccnb3,11.30430709,0.020632137,1.657103422,0.012450724,0.990066017,0.999431459
LOC109640866,27.19539062,0.007865386,0.810456438,0.009704885,0.992256744,0.999431459
LOC109641088,23.86680668,-0.011804559,0.717593277,-0.016450209,0.986875224,0.999431459
LOC109641162,539.5966515,-0.001909123,0.240363772,-0.00794264,0.993662757,0.999431459
mrpl52,19.09844744,-0.015394158,0.952776504,-0.016157155,0.987109016,0.999431459
mto1,89.37956076,-0.006844697,0.41039015,-0.016678513,0.986693089,0.999431459
bbs12,9.13402458,0.020109894,2.274597092,0.00884108,0.992945931,0.999431459
LOC109641331,399.3444396,0.002408757,0.402582579,0.005983261,0.995226077,0.999431459
LOC109641441,11.83048296,0.003981932,1.036939737,0.00384008,0.996936067,0.999431459
nif3l1,155.8824749,-0.001740295,0.380068751,-0.004578895,0.996346583,0.999431459
LOC109641572,56.40480756,-0.003228845,0.576047929,-0.005605167,0.995527747,0.999431459
ska2,359.7984485,0.002567367,0.252185345,0.010180476,0.991877296,0.999431459
LOC109642330,103.0283022,0.006664474,0.450078285,0.014807366,0.988185863,0.999431459
LOC109642461,205.0454498,0.003939735,0.390075821,0.01009992,0.991941566,0.999431459
LOC109642486,158.1049279,0.005838428,0.43287791,0.013487471,0.989238881,0.999431459
LOC109642541,11.27200518,-0.012692151,0.9580597,-0.013247767,0.989430121,0.999431459
LOC109642560,72.38041675,-0.006081125,0.525292569,-0.011576645,0.99076338,0.999431459
cunh7orf26,124.0814655,-0.00344663,0.587629807,-0.005865308,0.995320188,0.999431459
gdap2,569.0077101,0.003197898,0.241823368,0.013224107,0.989448996,0.999431459
apc2,85.54135514,-0.010824794,0.624919897,-0.01732189,0.986179823,0.999431459
LOC109643103,440.0734954,0.002323768,0.364504967,0.006375133,0.994913414,0.999431459
LOC109643465,131.438339,-0.002652097,0.525488374,-0.005046919,0.995973159,0.999431459
LOC109643514,161.0624333,-0.006821132,0.444408226,-0.015348798,0.987753912,0.999431459
LOC109643634,264.0435693,0.005217092,0.442553016,0.011788627,0.990594254,0.999431459
LOC109643671,815.1559726,-0.002134889,0.307158857,-0.006950439,0.994454396,0.999431459
mrpl19,361.1188206,-0.001569508,0.291368153,-0.005386683,0.99570207,0.999431459
spire2,41.18218269,0.008183258,0.592943029,0.013801086,0.988988676,0.999431459
LOC109644298,8062.158692,-0.003357921,0.488183345,-0.006878402,0.994511872,0.999431459
slc38a9,567.0010181,-0.003453927,0.239207115,-0.014439063,0.988479695,0.999431459
LOC109644426,60.98007604,-0.005113804,0.559364423,-0.009142169,0.992705706,0.999431459
LOC109644495,153.7178069,0.005193324,0.363900202,0.014271285,0.988613548,0.999431459
LOC109644759,10.42091834,-0.009512552,1.707704996,-0.005570372,0.995555509,0.999431459
fam69c,45.18060151,-0.013013845,0.744173872,-0.01748764,0.986047593,0.999431459
LOC109645069,22025.62103,-0.002260426,0.311213906,-0.007263255,0.994204812,0.999431459
letm2,892.0346247,-0.006951115,0.413338585,-0.016816999,0.986582608,0.999431459
LOC109645283,8.746271422,0.033547111,2.347674216,0.014289509,0.98859901,0.999431459
ccdc80,44.94321331,-0.003587572,0.577705317,-0.006210038,0.995045138,0.999431459
LOC109645358,5.645823277,0.025163732,2.431502638,0.010349046,0.991742804,0.999431459
LOC109645475,28.49765603,0.009821964,0.647053453,0.015179525,0.987888956,0.999431459
LOC109645530,128.5259324,0.001242566,0.374649916,0.003316607,0.997353736,0.999431459
LOC109645605,52.69420326,0.007874949,0.532282673,0.014794675,0.988195988,0.999431459
LOC109645688,133.0019954,0.00772677,0.54879385,0.014079549,0.988766516,0.999431459
LOC109645702,7.276096448,0.027022219,2.437273322,0.01108707,0.99115398,0.999431459
tmem205,375.347906,-0.005367997,0.307895895,-0.017434455,0.986090022,0.999431459
LOC109646074,1352.266251,-0.003339275,0.363640197,-0.009182911,0.9926732,0.999431459
LOC109646204,20.60474421,-0.005668576,1.030013107,-0.005503402,0.995608943,0.999431459
LOC109646322,15739.0478,0.00361376,0.273137621,0.013230547,0.989443859,0.999431459
LOC109646526,342.0335621,0.003608105,0.291927011,0.012359612,0.990138707,0.999431459
spcs2,2785.053058,-0.004439718,0.326044646,-0.013616901,0.989135621,0.999431459
LOC109646645,836.854243,0.00541549,0.342394163,0.015816536,0.987380757,0.999431459
LOC109646845,24.49210022,-0.021243338,1.254192285,-0.016937864,0.986486186,0.999431459
kin,793.4079472,0.003036454,0.31730435,0.00956953,0.992364736,0.999431459
LOC109647064,43.62048249,-0.006832473,0.573258876,-0.011918652,0.990490517,0.999431459
LOC109647089,7.920608027,-0.014795488,2.360161067,-0.006268847,0.994998217,0.999431459
LOC109647232,66.46246766,0.006085041,0.700541818,0.008686192,0.993069509,0.999431459
LOC109647403,109.3884841,0.004671871,0.365555398,0.012780201,0.989803153,0.999431459
LOC109647462,49.74943115,0.007027865,0.497552811,0.014124863,0.988730365,0.999431459
LOC109647721,176.2291592,0.001599128,0.335809996,0.004762002,0.996200486,0.999431459
LOC109647751,64.89987972,0.005157115,0.625793175,0.008240925,0.993424768,0.999431459
LOC109648025,39.09360219,0.010402151,0.730029926,0.014248938,0.988631377,0.999431459
LOC109648070,252.1687592,0.002381979,0.327358839,0.007276355,0.99419436,0.999431459
LOC109648156,30.5894726,-0.003623816,0.669863055,-0.005409786,0.995683636,0.999431459
LOC109648178,521.0445709,0.001503032,0.255102279,0.005891881,0.995298986,0.999431459
LOC109648208,8.041255898,0.012275399,1.689800614,0.007264407,0.994203893,0.999431459
LOC109648290,14.67608296,-0.026313311,1.62252129,-0.016217544,0.987060839,0.999431459
LOC109623551,98.25399894,-0.006252896,0.444362526,-0.014071609,0.988772851,0.999431459
LOC109623673,199.2159149,0.001348928,0.361336497,0.003733162,0.997021375,0.999431459
LOC109623758,198.0295024,-0.001735786,0.364091329,-0.004767446,0.996196143,0.999431459
LOC109623791,11.35349197,-0.003749663,1.094754314,-0.003425118,0.997267156,0.999431459
uroc1,5599.937576,-0.001050175,0.330560527,-0.003176952,0.997465164,0.99946914
LOC109635270,534.6712427,0.000310914,0.252515509,0.001231266,0.999017592,0.999647417
LOC109625968,95.77150968,-0.001527586,0.899399774,-0.001698451,0.998644833,0.999647417
ptbp1,455.0295814,-0.000429518,0.248478171,-0.001728593,0.998620783,0.999647417
LOC109630832,86.73795121,0.000613092,0.432208194,0.001418511,0.998868192,0.999647417
LOC109631840,1371.538245,0.000576537,0.277202955,0.002079835,0.998340533,0.999647417
chchd3,379.8646447,-0.000521069,0.27584989,-0.001888958,0.998492831,0.999647417
