Gene,log2FoldChange,lfcSE,stat,pvalue,padj,baseMean
LOC109644946,0.077053004,0.56511274,0.136349792,0.891544763,NA,33.86357849
LOC109644956,-1.090082901,0.539676933,-2.019880476,0.043395787,NA,31.60368838
LOC109644962,0.789477225,0.726569296,1.086582147,0.277221519,NA,14.88474646
LOC109644967,-1.379655729,0.670189195,-2.058606346,0.039531964,NA,32.26868694
LOC109644971,-0.561843715,0.903478943,-0.621866972,0.534029344,NA,24.84100617
LOC109644972,-0.137952321,0.773243184,-0.178407419,0.858403023,NA,18.28796792
LOC109644979,-1.018468762,0.967717788,-1.052443982,0.292595899,NA,8.453380956
LOC109644984,0.086704729,0.704292212,0.123109027,0.902020763,NA,15.10781555
LOC109644985,-0.931919719,0.462670235,-2.014220169,0.043986423,NA,41.79964994
LOC109644989,0.63950103,1.469071728,0.435309603,0.663337716,NA,5.043346822
LOC109644995,0.53955624,0.838060117,0.643815675,0.519694968,NA,10.71864948
LOC109645002,0.86921578,1.292975651,0.672259976,0.501418205,NA,7.109832137
LOC109645008,-0.265643006,0.710131905,-0.374075582,0.708348085,NA,17.49323134
LOC109645011,0.762952058,0.85968334,0.887480334,0.37482035,NA,33.63213713
LOC109645016,0.26960736,0.835802446,0.322573068,0.747018593,NA,23.21450232
LOC109645018,2.22722285,0.831691098,2.677944797,0.007407543,NA,25.80516468
LOC109645021,0.068363656,0.590328674,0.11580609,0.907806224,NA,27.72565701
LOC109645029,-0.183534644,0.488119823,-0.376003259,0.706914473,NA,59.6846968
LOC109645031,-0.230501383,0.554937541,-0.415364551,0.677875053,NA,32.62674661
LOC109645032,0.388849945,1.38934552,0.279879943,0.779569615,NA,6.65876955
LOC109645042,0.165299013,0.596604458,0.27706634,0.781729167,NA,32.53859555
LOC109645045,0.234742054,0.687409044,0.341488166,0.732736112,NA,32.07925628
LOC109645048,0.998971303,0.899253574,1.110889445,0.266615939,NA,10.47916268
LOC109645052,0.436815634,0.783050278,0.557838553,0.576954634,NA,14.26079347
LOC109645054,0.605499426,0.942990184,0.642105757,0.520804518,NA,11.06463894
LOC109645057,-0.567509628,0.537288545,-1.0562474,0.2908552,NA,29.161577
LOC109645058,0.658202781,1.247915928,0.527441606,0.597886957,NA,14.51363544
LOC109645062,0.392470631,0.941772751,0.416736023,0.676871502,NA,8.968946596
LOC109645065,1.393574074,1.295500671,1.075703089,0.282060065,NA,5.68263172
LOC109645067,-0.358247794,0.433031044,-0.827302796,0.408065459,NA,48.26197687
LOC109645070,3.015200409,1.19265015,2.528151621,0.011466482,NA,24.77390969
LOC109645071,1.793344227,0.998896436,1.795325484,0.072601857,NA,32.87236799
LOC109645088,-1.222020754,1.693384496,-0.721643996,0.470513383,NA,4.042617516
LOC109645089,-0.422031781,0.778472729,-0.542127894,0.587730404,NA,15.56583458
LOC109645090,-0.752759272,1.53500155,-0.490396425,0.623853406,NA,4.22580212
LOC109645093,-0.078816997,1.257272012,-0.062688898,0.950014238,NA,4.10785081
LOC109645098,1.077723358,0.494184071,2.180813629,0.029197204,NA,50.33454031
LOC109645105,0.129284512,0.903411708,0.14310697,0.886205701,NA,9.516186966
LOC109645106,-0.099704114,0.523964815,-0.190287804,0.84908361,NA,61.34799797
LOC109645110,0.783964866,0.728769944,1.0757371,0.28204485,NA,27.22030819
LOC109645111,0.820486141,0.764799641,1.07281188,0.28335553,NA,22.1901045
LOC109645127,0.98567412,1.394492709,0.70683347,0.479669972,NA,4.490188131
LOC109645135,0.268645042,0.690860004,0.388855977,0.69738269,NA,27.28943876
LOC109645138,0.963940138,0.802819547,1.200693407,0.229870152,NA,18.56378344
LOC109645142,0.082976203,0.521111933,0.159229136,0.873488349,NA,36.41837735
LOC109645143,0.57260317,0.512489735,1.117296857,0.263867419,NA,37.21787609
LOC109645145,1.092516256,1.484370972,0.736012949,0.461722817,NA,5.479299737
LOC109645146,-0.427439665,1.299521,-0.328920937,0.742215449,NA,3.948688375
LOC109645150,0.086564068,0.594627436,0.145576983,0.884255339,NA,33.54678399
LOC109645151,0.748454244,1.299004581,0.576175215,0.564496756,NA,4.63488735
LOC109645162,0.269558971,0.513618687,0.524823139,0.599706145,NA,36.51615375
LOC109645163,0.207392126,0.455465135,0.455341387,0.648863655,NA,62.92798559
LOC109645164,0.451720171,1.37075637,0.329540815,0.741746949,NA,7.425663875
LOC109645166,1.063219638,1.274724341,0.834078086,0.404236983,NA,4.68744781
LOC109645170,0.51269176,0.41211467,1.244051225,0.213480711,NA,59.76391723
LOC109645173,-0.373172952,1.368976126,-0.272592739,0.785166294,NA,6.128078787
LOC109645181,-0.095646738,0.881146102,-0.108548103,0.913560925,NA,16.16373554
LOC109645184,1.109072496,1.26646732,0.87572137,0.381181525,NA,6.470131683
LOC109645189,1.491863927,1.643813148,0.90756296,0.364109171,NA,4.904900991
LOC109645192,0.876166161,0.837627277,1.046009586,0.295556607,NA,11.97413417
LOC109645194,1.029031059,0.900785298,1.142371064,0.253299814,NA,10.62234512
LOC109645195,0.59181156,0.597727488,0.990102633,0.322123956,NA,30.65136841
LOC109645196,-0.263192499,0.451872223,-0.582448945,0.560264321,NA,57.45509874
LOC109645202,-0.281176984,0.437362567,-0.642892203,0.520294049,NA,60.06062834
LOC109645203,0.601375942,0.928851375,0.647440439,0.517346931,NA,28.12589442
LOC109645212,0.382516798,0.754962181,0.506670145,0.612386282,NA,13.31838566
LOC109645215,-0.474722571,0.742191348,-0.639622885,0.522417801,NA,13.64284453
LOC109645222,0.421875854,0.534269357,0.789631388,0.429743072,NA,54.17788568
LOC109645227,-0.160888127,1.032455133,-0.155830623,0.876166532,NA,7.134437589
LOC109645228,0.547425818,0.599895359,0.912535511,0.361486885,NA,46.53417517
LOC109645235,0.147883641,0.623423039,0.237212344,0.81249206,NA,22.62865682
LOC109645242,0.277596759,0.513444298,0.540656037,0.588744686,NA,32.91219808
LOC109645245,0.015347124,1.188045377,0.012917961,0.989693245,NA,9.575946695
LOC109645252,1.480670153,0.913332723,1.621172784,0.104980588,NA,9.819107945
LOC109645253,0.34968359,0.418248159,0.836067255,0.403117068,NA,61.96312166
LOC109645256,0.56641539,1.164944767,0.48621652,0.62681366,NA,4.827123065
LOC109645264,-0.210509889,0.984482337,-0.213827999,0.83068119,NA,10.34050001
LOC109645267,0.636487018,0.661824456,0.961715772,0.336192397,NA,20.06647579
LOC109645278,0.20905879,0.624774641,0.334614718,0.737915741,NA,24.82872462
LOC109645279,-0.444410779,0.666991866,-0.666291152,0.50522502,NA,19.35364713
LOC109645280,0.563708909,0.616070224,0.915007554,0.360187664,NA,27.38791986
LOC109645282,-0.04542119,0.554514329,-0.081911662,0.934716961,NA,28.71934119
LOC109645283,-0.061190226,1.329216285,-0.046034815,0.963282501,NA,4.612515323
LOC109645287,-0.199876179,1.070895242,-0.186644007,0.85193976,NA,6.925250534
LOC109645289,1.851150235,1.012218466,1.828805043,0.067428819,NA,23.92948205
LOC109645291,0.537795977,0.821626449,0.654550468,0.512757223,NA,13.29209082
LOC109645294,-0.137835228,0.431039603,-0.319773931,0.749139711,NA,54.28703933
LOC109645299,0.263085355,0.840848725,0.312880721,0.754371285,NA,21.97768398
LOC109645310,-0.143939383,1.52525106,-0.094370944,0.924814496,NA,4.917334659
LOC109645319,-1.275355507,0.787830239,-1.618820201,0.105485954,NA,14.63461207
LOC109645320,-0.428471952,0.492357136,-0.870246252,0.384165845,NA,51.44375376
LOC109645321,0.861707127,0.611010775,1.410297759,0.15845178,NA,21.06807379
LOC109645322,1.536825741,1.215246464,1.264620623,0.206007357,NA,6.066655098
LOC109645325,-1.339702402,0.790170333,-1.695460264,0.089988142,NA,15.27507359
LOC109645328,-0.100589016,0.589651897,-0.170590506,0.864545764,NA,26.53605708
LOC109645330,-0.642384685,0.622988976,-1.031133312,0.302478308,NA,19.98173497
LOC109645335,1.236006629,0.886095116,1.394891593,0.163048533,NA,24.66436351
LOC109645336,-0.302358857,0.622832979,-0.485457366,0.627351948,NA,28.53988795
LOC109645337,-0.083749557,1.172058932,-0.071455073,0.94303558,NA,4.979307037
LOC109645346,0.408103869,0.690322506,0.591178565,0.554400783,NA,19.08176053
LOC109645348,0.266506035,0.673103773,0.395936029,0.692152221,NA,21.01966025
LOC109645349,-0.010673102,0.659166938,-0.016191804,0.987081374,NA,22.0107608
LOC109645361,-0.184469162,1.274059673,-0.144788479,0.884877879,NA,4.321796802
LOC109645368,-2.017999675,1.251479877,-1.612490711,0.1068552,NA,6.122675339
LOC109645369,0.980969378,0.704999067,1.391447767,0.164089688,NA,17.92250297
LOC109645370,0.939223356,0.739672524,1.269782675,0.204162054,NA,13.93681865
LOC109645375,-0.023595061,0.592763011,-0.039805218,0.968248416,NA,45.25021917
LOC109645382,0.647987686,0.829241464,0.781422196,0.434554221,NA,13.35653757
LOC109645386,-0.710392188,0.885172932,-0.802546217,0.422237065,NA,10.02105683
LOC109645389,0.636795153,1.505273547,0.423042811,0.672264026,NA,5.039629275
LOC109645395,-0.909330002,1.138724465,-0.798551388,0.424550585,NA,5.805177928
LOC109645397,-1.108514439,1.215570517,-0.911929356,0.361805907,NA,4.784034433
LOC109645398,-0.228612601,1.237317146,-0.184764756,0.853413552,NA,4.292651429
LOC109645404,0.790639948,0.976410575,0.809741279,0.418088888,NA,17.04197183
LOC109645408,-0.34995012,0.787462834,-0.444402078,0.656751911,NA,16.65641129
LOC109645409,0.543150991,1.219248182,0.445480255,0.655972726,NA,6.092419933
LOC109645412,0.354661781,0.578385285,0.613192953,0.539748764,NA,29.62328225
LOC109645413,-0.637395659,0.543927696,-1.171838947,0.241261723,NA,61.37079789
LOC109645420,0.000574626,1.087560889,0.000528362,0.999578428,NA,6.615434568
LOC109645425,0.775429808,0.712043585,1.089020146,0.276145002,NA,22.23226644
LOC109645428,0.693243198,1.09907757,0.630750019,0.528203988,NA,7.046202742
LOC109645433,0.819431409,0.910601259,0.899879504,0.368184378,NA,17.33026555
LOC109645435,-0.242797955,0.598251071,-0.405846253,0.684855572,NA,24.34529174
LOC109645438,0.440808594,1.178504055,0.374040795,0.708373965,NA,4.593877926
LOC109645439,0.535781541,0.523953155,1.022575274,0.306508705,NA,60.00776803
LOC109645442,0.20985185,0.872941552,0.24039622,0.810023108,NA,13.98663815
LOC109645443,0.273242214,1.102429018,0.247854701,0.80424683,NA,5.300043039
LOC109645446,2.174030423,1.049659062,2.071177682,0.038342194,NA,10.2619642
LOC109645447,-0.359005788,0.979022931,-0.366698038,0.71384427,NA,12.34410499
LOC109645448,-0.508822849,0.770467543,-0.660407896,0.508992106,NA,12.42528773
LOC109645449,-0.622249035,0.713024887,-0.872689083,0.38283257,NA,24.0004379
LOC109645454,-0.086478657,0.784764175,-0.110196998,0.912253143,NA,16.39000909
LOC109645465,1.570754317,1.341978773,1.170476277,0.241809355,NA,9.372190421
LOC109645475,0.203130848,0.668722166,0.303759706,0.761310967,NA,16.42386883
LOC109645487,-0.61856631,1.654245163,-0.373926624,0.708458908,NA,5.93156115
LOC109645489,0.179443881,0.601225319,0.298463614,0.765349343,NA,29.00608564
LOC109645507,0.033683121,0.810462585,0.041560365,0.96684917,NA,17.28606204
LOC109645508,-0.211951488,0.491402169,-0.431319807,0.666235851,NA,63.01452266
LOC109645514,-0.594257889,0.52749362,-1.126568866,0.259924809,NA,42.93885226
LOC109645515,0.191387655,0.614319218,0.311544308,0.755386865,NA,22.89764972
LOC109645520,0.726238949,1.241474005,0.584981197,0.55856036,NA,5.28183995
LOC109645529,-0.291389664,0.98269446,-0.296521122,0.766832139,NA,7.575710399
LOC109645530,0.107234393,0.47260336,0.226901461,0.820500366,NA,54.14132773
LOC109645537,0.480329967,0.545993293,0.879736021,0.379002331,NA,28.56098222
LOC109645548,0.076894556,0.537825441,0.142973073,0.886311447,NA,28.72942853
LOC109645552,1.510053903,0.939700643,1.606952079,0.108064881,NA,12.89953768
LOC109645555,-0.526178728,0.619311181,-0.849619294,0.395536782,NA,50.10634938
LOC109645557,0.638601529,0.961142991,0.664418859,0.506422266,NA,10.00266039
LOC109645559,0.073063946,0.527863683,0.138414421,0.8899129,NA,33.87351538
LOC109645561,-1.599280046,0.979168147,-1.633304811,0.102404905,NA,17.45671121
LOC109645564,-0.636823873,0.579523147,-1.098875647,0.271822311,NA,23.67765503
LOC109645565,0.971565481,1.319011417,0.736586104,0.461374088,NA,4.445237134
LOC109645567,0.287345754,0.791216433,0.363169598,0.716478196,NA,14.87688223
LOC109645568,0.75589953,0.556192802,1.359060251,0.174127497,NA,26.67311053
LOC109645570,-0.695231721,0.607615865,-1.144196129,0.252542308,NA,56.46979748
LOC109645575,0.454358538,1.530530565,0.29686342,0.766570785,NA,4.58178985
LOC109645580,0.534451899,1.210583458,0.441482903,0.658863436,NA,4.733503523
LOC109645587,1.789098629,0.946389395,1.890446616,0.058698254,NA,11.52313817
LOC109645588,0.120902349,3.850126569,0.031402175,0.974948806,NA,25.43546979
LOC109645591,5.262390452,2.066466221,2.546564951,0.010878896,NA,3.936531731
LOC109645597,0.805219513,0.525882325,1.531178127,0.125725375,NA,58.87068052
LOC109645600,1.779539688,0.997945789,1.783202763,0.074553303,NA,19.8290939
LOC109645601,1.165060351,0.623247043,1.869339556,0.061575588,NA,60.25824611
LOC109645605,0.278600745,0.67430262,0.413168712,0.67948301,NA,20.26674355
LOC109645618,0.995118441,0.947845062,1.049874585,0.293775778,NA,12.93696646
LOC109645619,-0.226957249,1.057325521,-0.214652199,0.830038493,NA,7.276474317
LOC109645622,0.395846757,0.878618483,0.450533155,0.652326053,NA,13.3337159
LOC109645630,0.299474295,0.499512191,0.599533505,0.548817174,NA,46.03486639
LOC109645635,-0.302119782,0.704093267,-0.429090571,0.667857314,NA,25.71460672
LOC109645637,-0.101367593,0.501293799,-0.202211943,0.839751037,NA,35.23240104
LOC109645640,0.303087706,0.986245717,0.307314598,0.758603925,NA,7.508354799
LOC109645641,-0.269810538,0.559192921,-0.482499918,0.629450857,NA,36.91377737
LOC109645643,1.359155643,0.874672467,1.553902397,0.1202077,NA,22.02010558
LOC109645644,-0.132407042,0.668370936,-0.198104128,0.842963595,NA,19.51987174
LOC109645651,-0.772014431,0.477013361,-1.618433559,0.105569195,NA,38.56327236
LOC109645653,-0.860772247,0.835142781,-1.030688723,0.302686815,NA,31.81933378
LOC109645654,-0.030733133,1.558431672,-0.019720552,0.984266296,NA,4.174512085
LOC109645656,-0.119211138,1.112189488,-0.107185996,0.914641425,NA,6.312544263
LOC109645667,-0.434130778,0.689411849,-0.629711803,0.528883159,NA,18.30154214
LOC109645672,0.361874165,0.60559138,0.597555012,0.55013689,NA,43.66082241
LOC109645679,-0.157389708,0.572063936,-0.275126079,0.783219376,NA,28.86917736
LOC109645688,-0.215085534,0.625427973,-0.343901366,0.730920465,NA,51.14660522
LOC109645690,0.088436073,1.115174299,0.079302467,0.936792044,NA,5.418021683
LOC109645694,-0.143956656,1.155091309,-0.124627945,0.900818104,NA,13.2154244
LOC109645697,-0.981955167,0.862792872,-1.138112285,0.255073599,NA,19.04581144
LOC109645701,0.076670035,0.620261103,0.123609291,0.901624635,NA,20.38613464
LOC109645703,0.048632908,0.799667557,0.060816408,0.951505423,NA,13.10052209
LOC109645704,-0.089879338,1.219158083,-0.073722464,0.941231223,NA,7.742880886
LOC109645711,0.005138178,0.754639745,0.006808783,0.994567419,NA,18.31371727
LOC109645712,-0.215304244,0.950241081,-0.226578547,0.820751475,NA,8.992231889
LOC109645715,-0.065291025,0.867120456,-0.075296373,0.939978907,NA,23.81819172
LOC109645720,0.692208038,1.138835157,0.6078211,0.543306133,NA,5.172218168
LOC109645723,0.709435264,0.553162615,1.282507612,0.199664636,NA,40.1990519
LOC109645729,0.492597957,1.090104545,0.45188139,0.651354432,NA,5.907766347
LOC109645735,0.057380849,1.065091317,0.053874112,0.957035462,NA,11.936627
LOC109645736,0.051266285,1.463122308,0.035038961,0.972048674,NA,5.827613204
LOC109645741,0.230606099,0.688728533,0.334828729,0.737754288,NA,18.65635158
LOC109645747,0.156137236,1.595213694,0.09787857,0.922028717,NA,4.487960025
LOC109645750,-0.38971346,1.526476333,-0.255302655,0.79848935,NA,4.038590369
LOC109645754,-0.416302317,0.710913053,-0.585588231,0.558152259,NA,27.9360104
LOC109645761,-0.227056732,0.744801146,-0.304855509,0.760476203,NA,15.91141707
LOC109645768,-0.034090994,0.497661533,-0.06850237,0.945385734,NA,57.50479128
LOC109645771,0.707726345,0.449509393,1.574441726,0.115385364,NA,55.19876737
LOC109645772,-1.050120291,0.877380006,-1.196881949,0.231352571,NA,10.15774986
LOC109645774,-0.227484056,0.487587754,-0.466549979,0.640821882,NA,59.92171753
LOC109645777,0.176185651,0.648088666,0.271854238,0.785734099,NA,19.70772291
LOC109645780,1.127536564,1.848877469,0.609849264,0.541961664,NA,4.915997336
LOC109645785,-0.165819841,0.786982085,-0.210703451,0.833118682,NA,12.74941801
LOC109645788,1.576883096,1.280333436,1.231619086,0.218091408,NA,5.109698498
LOC109645793,0.99509039,0.649339102,1.532466452,0.12540737,NA,21.81241655
LOC109645804,-0.048331591,0.528498609,-0.091450744,0.927134443,NA,52.83808256
LOC109645805,0.392551247,0.631554225,0.621563805,0.534228727,NA,24.53534703
LOC109645808,0.640032497,0.664250529,0.963540817,0.335276191,NA,44.24345956
LOC109645821,0.617332823,1.03008944,0.599300215,0.548972704,NA,8.768752412
LOC109645822,0.454551061,0.634384092,0.716523423,0.473668209,NA,20.0900739
LOC109645828,-1.229139012,0.621704336,-1.977047513,0.04803626,NA,26.68753535
LOC109645831,-0.468054549,1.040350735,-0.449900724,0.652782026,NA,9.108247452
LOC109645833,0.323306296,0.860082914,0.375901313,0.706990264,NA,15.08128134
LOC109645834,-1.097727746,0.869463805,-1.262534151,0.206756646,NA,12.5118041
LOC109645839,0.036218815,0.469009528,0.077224049,0.93844531,NA,52.50522233
LOC109645840,-0.486471856,0.816908633,-0.595503386,0.551507037,NA,10.94832263
LOC109645844,1.465270349,0.68273665,2.146172098,0.031859251,NA,18.48373618
LOC109645847,1.139243142,1.079629478,1.055216781,0.291326191,NA,8.951405257
LOC109645856,0.26711956,0.682282456,0.391508763,0.695421213,NA,18.08438279
LOC109645857,0.796068402,1.469310028,0.541797433,0.58795806,NA,5.389657683
LOC109645860,0.836272062,0.632042967,1.323125334,0.185793701,NA,25.09373639
LOC109645862,0.148200065,0.611695983,0.242277323,0.808565284,NA,31.01626045
LOC109645867,-0.723196743,0.702665587,-1.029218958,0.303376796,NA,29.54350409
LOC109645870,0.367611253,0.482238187,0.762302246,0.445879634,NA,51.79125246
LOC109645872,-0.43684951,0.583590319,-0.7485551,0.454125403,NA,22.97823069
LOC109645875,0.263407878,0.94374394,0.279109477,0.78016081,NA,8.994598447
LOC109645890,0.4103209,0.572570254,0.716629788,0.47360256,NA,49.91626746
LOC109645891,-0.303318578,0.521556271,-0.581564434,0.560860105,NA,35.44539987
LOC109645897,0.80122014,0.971526604,0.824702213,0.409540675,NA,8.251852789
LOC109645898,-0.055303806,0.475394213,-0.116332518,0.907389015,NA,61.61545162
LOC109645900,0.075951379,0.683029383,0.111197821,0.91145948,NA,18.91585732
LOC109645901,0.533929193,0.848824669,0.629021767,0.529334806,NA,13.18339931
LOC109645909,3.22823277,1.606473689,2.009514872,0.044482559,NA,5.762413804
LOC109645910,0.002066345,0.605831334,0.003410759,0.997278614,NA,29.15175951
LOC109645912,0.179339418,0.584660233,0.306741263,0.75904032,NA,27.49913898
LOC109645914,1.162411305,0.72839519,1.595852526,0.110521723,NA,17.34921402
LOC109645918,-0.376698435,0.553379292,-0.680723764,0.496046297,NA,31.74303819
